Key,Value
ui_login_inspection_desc,The server is currently under maintenance. <%Enter%><%Enter%>Estimated End Time of Maintenance<%enter%><%enter%><%1%>
ui_localize_English,English
ui_localize_Korean,한국어
ui_localize_Japanese,日本語
ui_localize_ChineseSimplified,中文(简体)
ui_localize_ChineseTraditional,中文(繁體)
ui_localize_French,Français
ui_localize_German,Deutsche
ui_localize_Russian,русский
ui_localize_Thai,ไทย
ui_localize_Vietnamese,Tiếng Việt
ui_localize_Arabic,عربى
ui_localize_Spanish,Español
ui_localize_Indonesian,Indonesia
ui_localize_Italian,italiano
ui_localize_Portuguese,português
ui_localize_terms_agree,Agree to Terms of Service
ui_localize_all_agree,Agree to All
ui_localize_terms_conditions,Terms of Service
ui_localize_personal_info,Privacy Policy
ui_localize_push_agree,Agree to receive notice (PUSH)
ui_localize_push_agree_night,Agree to receive notice (PUSH) in nighttime (9:00 PM to 8:00 AM)
ui_localize_error_protocolversion,There is an inconsistency between protocol versions.<%Enter%>Server: <%1%><%Enter%>Client: <%2%>
ui_localize_update_newversion,A new version has been added to the store.<%enter%>Please update to the latest version.
ERROR_ALREADY_USED_NICKNAME,This is the nickname you are already using.
ERROR_DIFF_REPLAY_VERSION,Replay does not run due to different versions.
ui_localize_table_refresh,The data has been updated. Restart the game.
ERROR_LIMIT_GUILD_RESIGNUP,Able to join the guild after <%1%>hours <%2%>minuates.
ERROR_HTTP_PARAMETER_FORMAT_B,This Hero has been delisted from the Request Dispatch List.
ERROR_NO_JOIN_REQUEST,There are no received Join Request.
ERROR_FULL_GUILD_SUBMASTER,Sub guild leader is full.
ERROR_FULL_GUILD_GENERAL,Condottiere is full.
ERROR_ALREADY_OTHER_SUPPORTING,Already dispatched to another quest.
ERROR_FULL_GUILD_MEMBER,The guild memebrs exceeded the limit.
ERROR_SOMEONE_CAMP_EXISTS,The place already taken.
ERROR_NOT_SET_AUTH_YET,"After <%1%>D <%2%>H <%3%>M, new mercenary captains can be appointed."
ERROR_COMPLETE_ALL_TODAY,You have completed all of personal quests.
ERROR_NO_MORE_HUNTING_COUNT,The number of times per day has been exceeded.
ERROR_NO_CHANGED,The guild member setting has already changed.
ERROR_NEED_TWO_OVER_HEROES,Requirements for Revert haven't been met.
ERROR_NO_LOWEST_HERO,This Hero can’t be reverted.
ERROR_NOT_ENOUGH_DUNGEONCOIN,Not enough Dungeon Coins.
PERMISSION_REJECTION_NOTIFICAION,"You can take a picture with the selected character in the background, Camera permission allowing is required for this function."
PERMISSION_REJECTION_NOTIFICAION2,Please enable Settings<%enter%>Settings > Privacy > Prrmission manager > Camera
ERROR_ALREADY_OPENED,You’ve already unlocked this boss.
App_Push_Receive_Agree,Push Notification is Turned On.<%enter%><%1%><%enter%>You Can cancel it in the in-game settings.
App_Push_Receive_Rejection,Push Notification is Turned Off.<%enter%><%1%>
App_Push_Receive_Agree_Night,Night Time Push Notification is Turned On.<%enter%><%1%><%enter%>You Can cancel it in the in-game settings.
App_Push_Receive_Rejection_Night,Night Time Push Notification is Turned Off.<%enter%><%1%>
ERROR_NOT_ENOUGH_FACTION,Does not meet the requirements for this Request.
ERROR_NOT_ENOUGH_GRADE,Does not meet the requirements for this Request.
ui_title_resource_check,Integrity checking
ui_desc_resource_check,<%1%>The system detected that a resource has been damaged. <%enter%>Downloading will be re-started<%enter%>for better performance.<%enter%>
ERROR_NOBODY,Sweeping is available after 48 hours from the guild joining time.
ERROR_NOT_ENOUGH_CP,Not enough Combat Power.
ERROR_TARGET_HAS_NO_GUILDWARPOINT,Not able to attack the guild that does not have a guild battle point.
ERROR_TARGET_HAS_NO_ARENAPOINT,Not able to attack the player who does not have an arena point.
ERROR_NO_DUAL_CAPTAIN,A Guild Member can’t take the roles of the Attacking Leader and the Defense Leader at the same time.
ERROR_NOT_PURCHASE_GUILDMEMBER,Only the Guild Leader and the Captain can purchase Formations.
ERROR_ALREADY_HAVE,You already purchased this Formation.
ERROR_NOT_ENOUGH_GUILDPOINT,Not enough Guild Points.
ERROR_ALREADY_ATTACK_FORM,Already has joined the offensive team.
ERROR_ALREADY_DEFENSE_FORM,Already has joined the defensive team.
ERROR_RAIDBOSS_NOT_CHALLENGE,You can’t challenge the Raid Boss.
PubDescription,You can recruit Heroes at the Tavern.
GoddessTempleDescription,You can enhance Heroes at the Temple of Goddess.
StageTowerDescription,You can obtain rewards by defeating enemies on each floor in Tower of Cromynong.
RankingBoardDescription,"You can check the quest goal of each Ranking on Ranking Board. When a user achieves the goal for the first time, every user can obtain the rewards."
BattleAccelerationDescription,You can finish the battle faster if you use Battle Acceleration.
ContentShopDescription,"You can use various currencies in the Shop to purchase items such as Equipment, Jewel of Goddess, etc."
ResonanceDescription,You can synchronize the Level of your Hero in the Crystal Room.
ResetHeroDescription,You can reset your Hero at the Gate of Rebirth.
ArenaDescription,You can fight another users at the Colosseum.
MazeDescription,You can obtain rewards by defeating various enemies while getting through the Sky Maze.
WorldArenaDescription,"At the World Colsseum, you promote your Tier by competing with other users."
GuildDescription,You can cooperate with other users by joining a Guild.
BountyDescription,You can receive rewards after completing Requests from the Request Board.
RelationDescription,You can check the hidden relationship of heroes and strengthen their stats.
DungeonDescription,You can receive rewards after exploring Underground Dungeon.
MinigameDescription,You can enjoy various games at Mini-Game.
ArtifactDescription,"You can equip various Artifacts, imbued with the power of Red Dragon Kasim, which you acquired in Underground Dungeons."
ArtifactUpgradeDescription,You can enchance an Artifact to unlock a new effect of it.
GuildWarDescription,You can play various princerss to against other guild in guild battle.
StageTowerHelp,"1.After defeating the enemies on the current floor, you will be rewarded and allowed to challenge the next floor.<%enter%><%enter%>2.If you can't beat them, try adjusting the formation of your Heroes or look up the formations of other users who have cleared the floor."
StageTowerStory,"Legends say the tower was built by Cromynong, the one and only Demon King in Mythcardo. No one could tell whether it was really built by the Demon King or if he really resides in it, but the Heroes continued to head for the top of the tower. Now, they are just ascending the skyscraper, their initial goal long forgotten. Since there has not been any word about anyone reaching the top floor yet, the tower is always filled with new challengers taking on the monsters there."
RankingBoardHelp,"1.Each entry displays User Ranking of your current server and has a reward quest.<%enter%><%enter%>2.Information of the first user to complete the quest on the current server is displayed in the Rewards Menu.<%enter%><%enter%>3.If a user completes the quest, all users on this server can obtain rewards."
RankingBoardStory,The Heroes of Mythcardo are always up to brag about their astonishing records and achievements. The records of those who have ranked themselves high through fierce competition will remain here forever.
GoddessTempleHelp,"1.You can improve the Grade of your Hero at the Temple of Goddess.<%enter%><%enter%>2.Promotion may require to consume a Hero.<%enter%><%enter%>3.After the Promotion, the consumed Hero will disappear, but you will receive their Equipments and Golds, EXP, and Jewels of Goddess used to train them back into your bag.<%enter%><%enter%>4. Additional star ratings can be raised after SSS rating.<%enter%><%enter%>5. Star ratings can be promoted up to 5 stars."
GoddessTempleStory,"Temple of Goddess is the place of worship for the Goddess who watches over Mythcardo and where her priests bless the Heroes. Due to countless Heroes solving many problems instead of her, the Goddess gradually lost her reason for doing work herself. Eventually, she forgot how to invoke her power and even lost the power itself, but the temple still remains since her priests are doing her job instead."
FriendHelp,1.You can add up to 30 friends.<%enter%><%enter%>2.Every day you can send Friendship Points up to 30 friends and receive Friendship Points from up to 20 friends.<%enter%><%enter%>3.You can use Friendship Points to summon Heroes at the Tavern.
FriendStory,The only way to have a friend is to be one.
MercenaryHelp,"1.For each hero, you can lend them to only one friend, and the friend can use them as Mercenary for up to a week. Mercenaries will return to their original owner on Sunday at 24:00.(Monday UTC 00:00)<%enter%><%enter%>2.Only Heroes of S Grade or above can be used as Mercenaries.<%enter%><%enter%>3.Only one Mercenary can be used for one victory each at Tower of Cromynong and Adventure Stage.<%enter%><%enter%>4.Its availability is deducted only in case of winning the battle.<%enter%><%enter%>5.You can hire up to 3 Mercenaries and request their service up to 5 times.<%enter%><%enter%>6.Grade of a Mercenary is determined based on the actual Grade of the Mercenary, and their level and Equipment is determined based on the average Combat Power of top 5 Heroes of the user who leased them.<%enter%><%enter%>7.Hero of a friend who didn’t login for more than 7 days cannot be used as Mercenary."
MercenaryStory,Teammates will be a great help on the journey to save Mythcardo from the current crisis. They will be staunch allies to aid you in getting over critical situations. It is by no means a shame to get your teammate's help when you have faced something you can't overcome by yourself.
GeneralArenaHelp,"1.You can obtain Colosseum Points and rewards by fighting other users in the Colosseum.<%enter%><%enter%>2.You can fight other users for free up to 3 times a day. Colosseum Ticket is required to fight more after that.<%enter%><%enter%>3.Colosseum Points increase by winning and decrease by losing.<%enter%><%enter%>4.A Colosseum Season lasts 2 weeks. At the end of a Season, you obtain rewards according to your Ranking, and Colosseum Points will be reset.<%enter%><%enter%>5.You need to enter the Colosseum once in every new season to participate."
GeneralArenaStory,"No one knows when it started, but everyone knows there will be no end of fight in the Colosseum. No, nothing but endless competition and challengers aiming for higher ground. And there are only two results: resplendent glory or bottomless despair."
ResetHeroHelp,"1.You can reset Hero of level 2 or above.<%enter%><%enter%>2.After reset, the Hero will revert back to level 1, receiving the items and Gold spent to train the Hero, and all their Equipment will be unequipped."
ResetHeroStroy,"They say those who go through the Gate of Rebirth get all their past mistakes cleansed and be born anew. Although a little toll is required, numerous people who wish to make a fresh start are living new lives after going through the Gate of Rebirth."
MazeHelp,"1.Sky Maze resets every 24 hours. When it resets, every path and tile are newly created.<%enter%><%enter%>2.You can move on tiles according to the result of the dice you rolled.<%enter%><%enter%>3.After moving onto a tile, you proceed with the action according to the tile.<%enter%><%enter%>4.If it is a Battle Tile, you have to defeat all the enemies to roll the dice for your next move.<%enter%><%enter%>5.HP lost in the battle does not get restored automatically. You have to stand on a Healing Tile or use a healing item to restore it. If a Hero dies, you can't reuse them. In order to reuse a dead Hero, you must revive them via Revival Tile.<%enter%><%enter%>6.Sky Maze has 3 stages, and the higher the level, the stronger the enemy and the more lucrative the rewards become."
MazeStory,"They say there is a hidden maze in the sky above Mythcardo. Some say that the Goddess has created it in boredom, while others say that it was made to seal the Demon King. The maze, in which you cannot turn back and have to pay a tremendous price to step ahead as much as you want, is told that no one had escaped unharmed unless one’s with extreme luck."
ResonanceHelp,"1.Among the Heroes you own, 5 highest-leveled ones become the Standard Heroes and the lowest Level of which becomes the Standard Level.<%enter%><%enter%>2.Heroes placed in slots cannot go past their max Level limit.<%enter%><%enter%>3.When you register a Hero to a slot, their Level synchronizes with the Standard Level; however, you cannot increase the Hero's Level directly. You can only increase it through increasing the Standard Level.<%enter%><%enter%>4.When you remove a Hero from a slot, the slot will take 24 hours of standby before being able to be used again."
ResonanceStory,"Crystal Room is where a Crystal Rock known was made by the Goddess herself is located. It has a mysterious power that allows Heroes who got acknowledged by the Goddess to pass their power on to others. People who long for the power of Heroes constantly visit the Crystal Room, but the opportunity is by no means easy to take."
BattlePassHelp,"1.Battle Pass Event renews every 44 days.<%enter%><%enter%>2.You can obtain Battle Pass EXP every time you clear a stage in the Sky Maze.<%enter%><%enter%>3.You can obtain more rewards by obtaining Battle Pass EXP and increasing the rank.<%enter%><%enter%>4.After the renewal of Battle Pass, unobtained rewards will be sent to your Mail Box.<%enter%><%enter%>5.An activated Battle Pass is only effective within its cycle. When the Battle Pass gets renewed, it gets deactivated again."
RoyalPassHelp,"1.Royal Pass Event renews every 49 days.<%enter%><%enter%>2.You can obtain Royal Pass EXP from the Treasure Boxes you obtain through Daily and Weekly Quests.<%enter%><%enter%>3.You can obtain more rewards by obtaining Royal Pass EXP and increasing the rank.<%enter%><%enter%>4.After the renewal of Royal Pass, unobtained rewards will be sent to your Mail Box.<%enter%><%enter%>5.An activated Royal Pass is only effective within its cycle. When the Royal Pass gets renewed, it gets deactivated again."
Event7daynewbieHelp,"1.7-Day Beginner’s Mission gives you 5 missions every day for 7 days.<%enter%><%enter%>2.You obtain rewards and 1 point every time you clear a mission, and you can obtain special rewards according to the accumulated points.<%enter%><%enter%>3.You can progress and clear your missions even after the mission’s initial date, or even if 7 days have passed."
EventSnowflowerHelp1,"1.You can get a snowflower medal from the reward box when completing daily quests during the event period.<%enter%><%enter%>2.You can obtain the corresponding reward by exchanging it for the number of snowflower medals specified for each reward.<%enter%><%enter%>3.Each reward can be exchanged only a set number of times.<%enter%><%enter%>4.At the end of the event, the remaining snowflower medals will be calculated as 5000 gold and paid."
EventSpringSeedHelp,"1.You can get a Spring Seeds from the reward box when completing daily quests during the event period.<%enter%><%enter%>2.You can obtain the corresponding reward by exchanging it for the number of Spring Seeds specified for each reward.<%enter%><%enter%>3.Each reward can be exchanged only a set number of times.<%enter%><%enter%>4.At the end of the event, the remaining Spring Seed will be calculated as 5000 gold and paid."
WorldArenaHelp,"1.World Colosseum consists of 6 Tiers: Bronze, Silver, Gold, Platinum, Diamond, Master.<%enter%><%enter%>2.Each Tier consists of several groups, and based on the result of competition within your group, you can be elevated to an upper Tier, demoted to a lower Tier, or survive in your current Tier.<%enter%><%enter%>3.Elevation / survival / demotion is conducted at every interim settlement, and you will be shuffled into a new group after it is finished.<%enter%><%enter%>4.In the World Colosseum, you can only fight against other players in your current group.<%enter%><%enter%>5.If you have never participated in the World Colosseum before interim settlement, you will be automatically demoted to a lower Tier."
WorldArenaStory,"A new competition is arising to decide who is the most powerful. The only thing that exists here is fierce competition, and no one can achieve anything without struggling with all their might. Only one person can ascend to the throne of glory, but no one can ever reign supreme forever."
TrainingHelp,"1.At the Training Camp, you can undergo 5 training courses using Training Seals and Gold.<%enter%><%enter%>2.If you undergo each training course once, the Training Progress increases by 1, and you can take up to 150 training sessions.<%enter%><%enter%>3.Training Seals can be obtained from the World Colosseum.<%enter%><%enter%>4.The result of the training you have taken will be applied to all Heroes."
